|name|printed|r|g|b|w|u|text
8561|hell's thunder|2008-10-03|1|0|0|0|0|"flying, haste
at the beginning of the end step, sacrifice hell's thunder.
unearth {4}{r} ({4}{r}: return this card from your graveyard to the battlefield. it gains haste. exile it at the beginning of the next end step or if it would leave the battlefield. unearth only as a sorcery.)"
8562|hell-bent raider|2002-02-04|1|0|0|0|0|"first strike, haste
discard a card at random: hell-bent raider gains protection from white until end of turn."
8563|hellcarver demon|2010-04-23|0|0|1|0|0|"flying
whenever hellcarver demon deals combat damage to a player, sacrifice all other permanents you control and discard your hand. exile the top six cards of your library. you may cast any number of spells from among cards exiled this way without paying their mana costs."
8564|helldozer|2005-10-07|0|0|1|0|0|{b}{b}{b}, {t}: destroy target land. if that land was nonbasic, untap helldozer.
8565|hellfire|1994-06-01|0|0|1|0|0|destroy all nonblack creatures. hellfire deals x plus 3 damage to you, where x is the number of creatures that died this way.
8566|hellfire mongrel|2009-10-02|1|0|0|0|0|at the beginning of each opponent's upkeep, if that player has two or fewer cards in hand, hellfire mongrel deals 2 damage to that player.
8567|hellhole flailer|2012-10-05|1|0|1|0|0|"unleash (you may have this creature enter the battlefield with a +1/+1 counter on it. it can't block as long as it has a +1/+1 counter on it.)
{2}{b}{r}, sacrifice hellhole flailer: hellhole flailer deals damage equal to its power to target player or planeswalker."
8568|hellhole rats|2006-05-05|1|0|1|0|0|"haste
when hellhole rats enters the battlefield, target player discards a card. hellhole rats deals damage to that player equal to that card's mana value."
8569|hellion crucible|2012-07-12|0|0|0|0|0|"{t}: add {c}.
{1}{r}, {t}: put a pressure counter on hellion crucible.
{1}{r}, {t}, remove two pressure counters from hellion crucible and sacrifice it: create a 4/4 red hellion creature token with haste. (it can attack and {t} as soon as it comes under your control.)"
8570|hellion eruption|2010-04-23|1|0|0|0|0|sacrifice all creatures you control, then create that many 4/4 red hellion creature tokens.
8571|hellish rebuke|2021-07-23|0|0|1|0|0|"until end of turn, permanents your opponents control gain ""when this permanent deals damage to the player who cast hellish rebuke, sacrifice this permanent. you lose 2 life."""
8572|hellkite charger|2009-10-02|1|0|0|0|0|"flying, haste
whenever hellkite charger attacks, you may pay {5}{r}{r}. if you do, untap all attacking creatures and after this phase, there is an additional combat phase."
8573|hellkite courser|2020-11-20|1|0|0|0|0|"flying
when hellkite courser enters the battlefield, you may put a commander you own from the command zone onto the battlefield. it gains haste. return it to the command zone at the beginning of the next end step."
8574|hellkite hatchling|2009-02-06|1|1|0|0|0|"devour 1 (as this enters the battlefield, you may sacrifice any number of creatures. this creature enters the battlefield with that many +1/+1 counters on it.)
hellkite hatchling has flying and trample if it devoured a creature."
8575|hellkite igniter|2011-02-03|1|0|0|0|0|"flying, haste
{1}{r}: hellkite igniter gets +x/+0 until end of turn, where x is the number of artifacts you control."
8576|hellkite overlord|2008-08-29|1|1|1|0|0|"flying, trample, haste
{r}: hellkite overlord gets +1/+0 until end of turn.
{b}{g}: regenerate hellkite overlord."
8577|hellkite punisher|2020-07-03|1|0|0|0|0|"flying
{r}: hellkite punisher gets +1/+0 until end of turn."
8578|hellkite tyrant|2013-01-26|1|0|0|0|0|"flying, trample
whenever hellkite tyrant deals combat damage to a player, gain control of all artifacts that player controls.
at the beginning of your upkeep, if you control twenty or more artifacts, you win the game."
8579|hellkite whelp|2018-11-09|1|0|0|0|0|"flying
whenever hellkite whelp attacks, it deals 1 damage to target creature defending player controls."
8580|hellraiser goblin|2013-01-26|1|0|0|0|0|creatures you control have haste and attack each combat if able.
8581|hellrider|2012-01-28|1|0|0|0|0|"haste
whenever a creature you control attacks, hellrider deals 1 damage to the player or planeswalker it's attacking."
8582|hellspark elemental|2009-02-06|1|0|0|0|0|"trample, haste
at the beginning of the end step, sacrifice hellspark elemental.
unearth {1}{r} ({1}{r}: return this card from your graveyard to the battlefield. it gains haste. exile it at the beginning of the next end step or if it would leave the battlefield. unearth only as a sorcery.)"
8583|helm of awakening|1997-02-03|0|0|0|0|0|spells cost {1} less to cast.
8584|helm of chatzuk|1993-08-05|0|0|0|0|0|{1}, {t}: target creature gains banding until end of turn. (any creatures with banding, and up to one without, can attack in a band. bands are blocked as a group. if any creatures with banding a player controls are blocking or being blocked by a creature, that player divides that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
8585|helm of obedience|1996-06-10|0|0|0|0|0|{x}, {t}: target opponent mills a card, then repeats this process until a creature card or x cards have been put into their graveyard this way, whichever comes first. if one or more creature cards were put into that graveyard this way, sacrifice helm of obedience and put one of them onto the battlefield under your control. x can't be 0.
8586|helm of possession|1997-10-14|0|0|0|0|0|"you may choose not to untap helm of possession during your untap step.
{2}, {t}, sacrifice a creature: gain control of target creature for as long as you control helm of possession and helm of possession remains tapped."
8587|helm of the ghastlord|2008-05-02|0|0|1|0|1|"enchant creature
as long as enchanted creature is blue, it gets +1/+1 and has ""whenever this creature deals damage to an opponent, draw a card.""
as long as enchanted creature is black, it gets +1/+1 and has ""whenever this creature deals damage to an opponent, that player discards a card."""
8588|helm of the gods|2015-07-17|0|0|0|0|0|"equipped creature gets +1/+1 for each enchantment you control.
equip {1} ({1}: attach to target creature you control. equip only as a sorcery.)"
8589|helm of the host|2018-04-27|0|0|0|0|0|"at the beginning of combat on your turn, create a token that's a copy of equipped creature, except the token isn't legendary if equipped creature is legendary. that token gains haste.
equip {5}"
8590|helvault|2012-01-28|0|0|0|0|0|"{1}, {t}: exile target creature you control.
{7}, {t}: exile target creature you don't control.
when helvault is put into a graveyard from the battlefield, return all cards exiled with it to the battlefield under their owners' control."
8591|hematite golem|2003-10-02|0|0|0|0|0|{1}{r}: hematite golem gets +2/+0 until end of turn.
8592|hematite talisman|1995-06-03|0|0|0|0|0|whenever a player casts a red spell, you may pay {3}. if you do, untap target permanent.
8593|henchfiend of ukor|2007-05-04|1|0|0|0|0|"haste
echo {1}{b} (at the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)
{b/r}: henchfiend of ukor gets +1/+0 until end of turn."
8594|henge guardian|1999-10-04|0|0|0|0|0|{2}: henge guardian gains trample until end of turn.
8595|henge walker|2019-10-04|0|0|0|0|0|adamant — if at least three mana of the same color was spent to cast this spell, henge walker enters the battlefield with a +1/+1 counter on it.
8596|henge of ramos|1999-10-04|0|0|0|0|0|"{t}: add {c}.
{2}, {t}: add one mana of any color."
8597|hengegate pathway|2021-02-05|0|0|0|0|0|{t}: add {w}.
8598|mistgate pathway|2021-02-05|0|0|0|0|0|{t}: add {u}.
8599|henrika domnathi|2021-11-19|0|0|1|0|0|"flying
at the beginning of combat on your turn, choose one that hasn't been chosen —
• each player sacrifices a creature.
• you draw a card and you lose 1 life.
• transform henrika domnathi."
8600|henrika, infernal seer|2021-11-19|0|0|1|0|0|"flying, deathtouch, lifelink
{1}{b}{b}: each creature you control with flying, deathtouch, and/or lifelink gets +1/+0 until end of turn."
8601|herald of anafenza|2014-09-26|0|0|0|1|0|"outlast {2}{w} ({2}{w}, {t}: put a +1/+1 counter on this creature. outlast only as a sorcery.)
whenever you activate herald of anafenza's outlast ability, create a 1/1 white warrior creature token."
8602|herald of anguish|2017-01-20|0|0|1|0|0|"improvise (your artifacts can help cast this spell. each artifact you tap after you're done activating mana abilities pays for {1}.)
flying
at the beginning of your end step, each opponent discards a card.
{1}{b}, sacrifice an artifact: target creature gets -2/-2 until end of turn."
8603|herald of dromoka|2015-03-27|0|0|0|1|0|"vigilance
other warrior creatures you control have vigilance."
8604|herald of faith|2018-07-13|0|0|0|1|0|"flying
whenever herald of faith attacks, you gain 2 life."
8605|herald of kozilek|2015-10-02|0|0|0|0|0|"devoid (this card has no color.)
colorless spells you cast cost {1} less to cast."
8606|herald of leshrac|2006-07-21|0|0|1|0|0|"flying
cumulative upkeep—gain control of a land you don't control. (at the beginning of your upkeep, put an age counter on this permanent, then sacrifice it unless you pay its upkeep cost for each age counter on it.)
herald of leshrac gets +1/+1 for each land you control but don't own.
when herald of leshrac leaves the battlefield, each player gains control of each land they own that you control."
8607|herald of secret streams|2017-09-29|0|0|0|0|1|creatures you control with +1/+1 counters on them can't be blocked.
8608|herald of serra|1998-10-12|0|0|0|1|0|"flying, vigilance
echo {2}{w}{w} (at the beginning of your upkeep, if this came under your control since the beginning of your last upkeep, sacrifice it unless you pay its echo cost.)"
8609|herald of torment|2014-02-01|0|0|1|0|0|"bestow {3}{b}{b} (if you cast this card for its bestow cost, it's an aura spell with enchant creature. it becomes a creature again if it's not attached to a creature.)
flying
at the beginning of your upkeep, you lose 1 life.
enchanted creature gets +3/+3 and has flying."
8610|herald of war|2012-04-28|0|0|0|1|0|"flying
whenever herald of war attacks, put a +1/+1 counter on it.
angel spells and human spells you cast cost {1} less to cast for each +1/+1 counter on herald of war."
8611|herald of the dreadhorde|2019-05-03|0|0|1|0|0|when herald of the dreadhorde dies, amass 2. (put two +1/+1 counters on an army you control. if you don't control one, create a 0/0 black zombie army creature token first.)
8612|herald of the fair|2016-09-30|0|0|0|1|0|when herald of the fair enters the battlefield, target creature you control gets +1/+1 until end of turn.
8613|herald of the forgotten|2020-04-17|0|0|0|1|0|"flying
when herald of the forgotten enters the battlefield, if you cast it, return any number of target permanent cards with cycling abilities from your graveyard to the battlefield."
8614|herald of the host|2015-11-13|0|0|0|1|0|"flying, vigilance
myriad (whenever this creature attacks, for each opponent other than defending player, you may create a token that's a copy of this creature that's tapped and attacking that player or a planeswalker they control. exile the tokens at end of combat.)"
8615|herald of the pantheon|2015-07-17|0|1|0|0|0|"enchantment spells you cast cost {1} less to cast.
whenever you cast an enchantment spell, you gain 1 life."
8616|herald of the sun|2019-07-12|0|0|0|1|0|"flying
{3}{w}: put a +1/+1 counter on another target creature with flying."
8617|herald's horn|2016-11-16|0|0|0|0|0|"as herald's horn enters the battlefield, choose a creature type.
creature spells you cast of the chosen type cost {1} less to cast.
at the beginning of your upkeep, look at the top card of your library. if it's a creature card of the chosen type, you may reveal it and put it into your hand."
