|name|printed|r|g|b|w|u|text
10834|Lithoform Engine|2020-09-25|0|0|0|0|0|"{2}, {T}: Copy target activated or triggered ability you control. You may choose new targets for the copy.
{3}, {T}: Copy target instant or sorcery spell you control. You may choose new targets for the copy.
{4}, {T}: Copy target permanent spell you control. (The copy becomes a token.)"
10835|Lithomancer's Focus|2015-10-02|0|0|0|1|0|Target creature gets +2/+2 until end of turn. Prevent all damage that would be dealt to that creature this turn by colorless sources.
10836|Lithophage|1999-10-04|1|0|0|0|0|At the beginning of your upkeep, sacrifice Lithophage unless you sacrifice a Mountain.
10837|Littjara Glade-Warden|2021-02-05|0|1|0|0|0|"Changeling (This card is every creature type.)
{2}{G}, {T}, Exile a creature card from your graveyard: Put two +1/+1 counters on target creature. Activate only as a sorcery."
10838|Littjara Kinseekers|2021-02-05|0|0|0|0|1|"Changeling (This card is every creature type.)
When Littjara Kinseekers enters the battlefield, if you control three or more creatures that share a creature type, put a +1/+1 counter on Littjara Kinseekers, then scry 1."
10839|Littjara Mirrorlake|2021-02-05|0|0|0|0|0|"Littjara Mirrorlake enters the battlefield tapped.
{T}: Add {U}.
{2}{G}{G}{U}, {T}, Sacrifice Littjara Mirrorlake: Create a token that's a copy of target creature you control, except it enters the battlefield with an additional +1/+1 counter on it. Activate only as a sorcery."
10840|Liturgy of Blood|2013-07-19|0|0|1|0|0|Destroy target creature. Add {B}{B}{B}.
10841|Liu Bei, Lord of Shu|1999-07-06|0|0|0|1|0|"Horsemanship (This creature can't be blocked except by creatures with horsemanship.)
Liu Bei, Lord of Shu gets +2/+2 as long as you control a permanent named Guan Yu, Sainted Warrior or a permanent named Zhang Fei, Fierce Warrior."
10842|Live Fast|2016-09-30|0|0|1|0|0|You draw two cards, lose 2 life, and get {E}{E} (two energy counters).
10843|Livewire Lash|2010-09-30|0|0|0|0|0|"Equipped creature gets +2/+0 and has ""Whenever this creature becomes the target of a spell, this creature deals 2 damage to any target.""
Equip {2}"
10844|Living Airship|2001-06-04|0|0|0|0|1|"Flying
{2}{G}: Regenerate Living Airship."
10845|Living Armor|1994-08-01|0|0|0|0|0|{T}, Sacrifice Living Armor: Put X +0/+1 counters on target creature, where X is that creature's mana value.
10846|Living Artifact|1993-08-05|0|1|0|0|0|"Enchant artifact
Whenever you're dealt damage, put that many vitality counters on Living Artifact.
At the beginning of your upkeep, you may remove a vitality counter from Living Artifact. If you do, you gain 1 life."
10847|Living Death|1997-10-14|0|0|1|0|0|Each player exiles all creature cards from their graveyard, then sacrifices all creatures they control, then puts all cards they exiled this way onto the battlefield.
10848|Living Destiny|2010-04-23|0|1|0|0|0|"As an additional cost to cast this spell, reveal a creature card from your hand.
You gain life equal to the revealed card's mana value."
10849|Living End|2006-10-06|0|0|1|0|0|"Suspend 3—{2}{B}{B}
Each player exiles all creature cards from their graveyard, then sacrifices all creatures they control, then puts all cards they exiled this way onto the battlefield."
10850|Living Hive|2003-10-02|0|1|0|0|0|"Trample
Whenever Living Hive deals combat damage to a player, create that many 1/1 green Insect creature tokens."
10851|Living Inferno|2006-02-03|1|0|0|0|0|{T}: Living Inferno deals damage equal to its power divided as you choose among any number of target creatures. Each of those creatures deals damage equal to its power to Living Inferno.
10852|Living Lands|1993-08-05|0|1|0|0|0|All Forests are 1/1 creatures that are still lands.
10853|Living Lightning|2020-06-18|1|0|0|0|0|When Living Lightning dies, return target instant or sorcery card from your graveyard to your hand.
10854|Living Lore|2015-03-27|0|0|0|0|1|"As Living Lore enters the battlefield, exile an instant or sorcery card from your graveyard.
Living Lore's power and toughness are each equal to the exiled card's mana value.
Whenever Living Lore deals combat damage, you may sacrifice it. If you do, you may cast the exiled card without paying its mana cost."
10855|Living Plane|1994-06-01|0|1|0|0|0|All lands are 1/1 creatures that are still lands.
10856|Living Tempest|2020-09-25|0|0|0|0|1|"Flash
Flying"
10857|Living Terrain|2000-06-05|0|1|0|0|0|"Enchant land
Enchanted land is a 5/6 green Treefolk creature that's still a land."
10858|Living Totem|2014-07-12|0|1|0|0|0|"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
When Living Totem enters the battlefield, you may put a +1/+1 counter on another target creature."
10859|Living Tsunami|2009-10-02|0|0|0|0|1|"Flying
At the beginning of your upkeep, sacrifice Living Tsunami unless you return a land you control to its owner's hand."
10860|Living Twister|2019-05-03|1|1|0|0|0|"{1}{R}, Discard a land card: Living Twister deals 2 damage to any target.
{G}: Return a tapped land you control to its owner's hand."
10861|Living Wall|1993-08-05|0|0|0|0|0|"Defender (This creature can't attack.)
{1}: Regenerate Living Wall."
10862|Living Wish|2002-05-27|0|1|0|0|0|You may reveal a creature or land card you own from outside the game and put it into your hand. Exile Living Wish.
10863|Livio, Oathsworn Sentinel|2020-11-20|0|0|0|1|0|"{1}{W}: Choose another target creature. Its controller may exile it with an aegis counter on it.
{2}{W}, {T}: Return all exiled cards with aegis counters on them to the battlefield under their owners' control.
Partner (You can have two commanders if both have partner.)"
10864|Livonya Silone|1994-06-01|1|1|0|0|0|First strike; legendary landwalk (This creature can't be blocked as long as defending player controls a legendary land.)
10865|Lizard Warrior|2014-06-06|1|0|0|0|0|
10866|Llanowar Augur|2007-05-04|0|1|0|0|0|Sacrifice Llanowar Augur: Target creature gets +3/+3 and gains trample until end of turn. Activate only during your upkeep.
10867|Llanowar Behemoth|1997-06-09|0|1|0|0|0|Tap an untapped creature you control: Llanowar Behemoth gets +1/+1 until end of turn.
10868|Llanowar Cavalry|2000-10-02|0|1|0|0|0|{W}: Llanowar Cavalry gains vigilance until end of turn.
10869|Llanowar Dead|2001-06-04|0|1|1|0|0|{T}: Add {B}.
10870|Llanowar Druid|1997-06-09|0|1|0|0|0|{T}, Sacrifice Llanowar Druid: Untap all Forests.
10871|Llanowar Elite|2000-10-02|0|1|0|0|0|"Kicker {8} (You may pay an additional {8} as you cast this spell.)
Trample
If Llanowar Elite was kicked, it enters the battlefield with five +1/+1 counters on it."
10872|Llanowar Elves|1993-08-05|0|1|0|0|0|{T}: Add {G}.
10873|Llanowar Empath|2007-05-04|0|1|0|0|0|When Llanowar Empath enters the battlefield, scry 2, then reveal the top card of your library. If it's a creature card, put it into your hand. (To scry 2, look at the top two cards of your library, then put any number of them on the bottom of your library and the rest on top in any order.)
10874|Llanowar Envoy|2018-04-27|0|1|0|0|0|{1}{G}: Add one mana of any color.
10875|Llanowar Knight|2000-10-02|0|1|0|1|0|Protection from black
10876|Llanowar Mentor|2007-05-04|0|1|0|0|0|"{G}, {T}, Discard a card: Create a 1/1 green Elf Druid creature token named Llanowar Elves. It has ""{T}: Add {G}."""
10877|Llanowar Reborn|2007-05-04|0|0|0|0|0|"Llanowar Reborn enters the battlefield tapped.
{T}: Add {G}.
Graft 1 (This land enters the battlefield with a +1/+1 counter on it. Whenever a creature enters the battlefield, you may move a +1/+1 counter from this land onto it.)"
10878|Llanowar Scout|2018-04-27|0|1|0|0|0|{T}: You may put a land card from your hand onto the battlefield.
10879|Llanowar Sentinel|1997-06-09|0|1|0|0|0|When Llanowar Sentinel enters the battlefield, you may pay {1}{G}. If you do, search your library for a card named Llanowar Sentinel, put that card onto the battlefield, then shuffle.
10880|Llanowar Tribe|2019-06-05|0|1|0|0|0|{T}: Add {G}{G}{G}.
10881|Llanowar Vanguard|2000-10-02|0|1|0|0|0|{T}: Llanowar Vanguard gets +0/+4 until end of turn.
10882|Llanowar Visionary|2020-07-03|0|1|0|0|0|"When Llanowar Visionary enters the battlefield, draw a card.
{T}: Add {G}."
10883|Llanowar Wastes|2001-06-04|0|0|0|0|0|"{T}: Add {C}.
{T}: Add {B} or {G}. Llanowar Wastes deals 1 damage to you."
10884|Llawan, Cephalid Empress|2002-02-04|0|0|0|0|1|"When Llawan, Cephalid Empress enters the battlefield, return all blue creatures your opponents control to their owners' hands.
Your opponents can't cast blue creature spells."
10885|Loafing Giant|2000-10-02|1|0|0|0|0|Whenever Loafing Giant attacks or blocks, mill a card. If a land card was milled this way, prevent all combat damage Loafing Giant would deal this turn.
10886|Loam Dweller|2005-02-04|0|1|0|0|0|Whenever you cast a Spirit or Arcane spell, you may put a land card from your hand onto the battlefield tapped.
10887|Loam Larva|2016-01-22|0|1|0|0|0|When Loam Larva enters the battlefield, you may search your library for a basic land card, reveal it, then shuffle and put that card on top.
10888|Loam Lion|2010-02-05|0|0|0|1|0|Loam Lion gets +1/+2 as long as you control a Forest.
10889|Loamdragger Giant|2008-05-02|1|1|0|0|0|
10890|Loaming Shaman|2006-05-05|0|1|0|0|0|When Loaming Shaman enters the battlefield, target player shuffles any number of target cards from their graveyard into their library.
10891|Loathsome Catoblepas|2013-09-21|0|0|1|0|0|"{2}{G}: Loathsome Catoblepas must be blocked this turn if able.
When Loathsome Catoblepas dies, target creature an opponent controls gets -3/-3 until end of turn."
10892|Loathsome Chimera|2020-01-24|0|1|0|0|0|"Escape—{4}{G}, Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.)
Loathsome Chimera escapes with a +1/+1 counter on it."
10893|Lobber Crew|2012-10-05|1|0|0|0|0|"Defender
{T}: Lobber Crew deals 1 damage to each opponent.
Whenever you cast a multicolored spell, untap Lobber Crew."
10894|Lobotomy|1997-10-14|0|0|1|0|1|Target player reveals their hand, then you choose a card other than a basic land card from it. Search that player's graveyard, hand, and library for all cards with the same name as the chosen card and exile them. Then that player shuffles.
10895|Loch Dragon|2019-10-04|1|0|0|0|1|"Flying
Whenever Loch Dragon enters the battlefield or attacks, you may discard a card. If you do, draw a card."
10896|Loch Korrigan|2008-05-02|0|0|1|0|0|{U/B}: Loch Korrigan gets +1/+1 until end of turn.
10897|Lochmere Serpent|2019-10-04|0|0|1|0|1|"Flash
{U}, Sacrifice an Island: Lochmere Serpent can't be blocked this turn.
{B}, Sacrifice a Swamp: You gain 1 life and draw a card.
{U}{B}: Exile five target cards from an opponent's graveyard. Return Lochmere Serpent from your graveyard to your hand. Activate only as a sorcery."
10898|Locked in the Cemetery|2022-01-28|0|0|0|0|1|"Enchant creature
When Locked in the Cemetery enters the battlefield, if there are five or more cards in your graveyard, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step."
10899|Locket of Yesterdays|2006-10-06|0|0|0|0|0|Spells you cast cost {1} less to cast for each card with the same name as that spell in your graveyard.
10900|Lockjaw Snapper|2008-05-02|0|0|0|0|0|"Wither (This deals damage to creatures in the form of -1/-1 counters.)
When Lockjaw Snapper dies, put a -1/-1 counter on each creature with a -1/-1 counter on it."
10901|Locthwain Gargoyle|2019-10-04|0|0|0|0|0|{4}: Locthwain Gargoyle gets +2/+0 and gains flying until end of turn.
10902|Locthwain Paladin|2019-10-04|0|0|1|0|0|"Menace (This creature can't be blocked except by two or more creatures.)
Adamant — If at least three black mana was spent to cast this spell, Locthwain Paladin enters the battlefield with a +1/+1 counter on it."
10903|Locust Miser|2005-06-03|0|0|1|0|0|Each opponent's maximum hand size is reduced by two.
10904|Locust Swarm|1996-10-08|0|1|0|0|0|"Flying
{G}: Regenerate Locust Swarm.
{G}: Untap Locust Swarm. Activate only once each turn."
10905|Lodestone Bauble|1996-06-10|0|0|0|0|0|{1}, {T}, Sacrifice Lodestone Bauble: Put up to four target basic land cards from a player's graveyard on top of their library in any order. That player draws a card at the beginning of the next turn's upkeep.
10906|Lodestone Golem|2010-02-05|0|0|0|0|0|Nonartifact spells cost {1} more to cast.
10907|Lodestone Myr|2003-10-02|0|0|0|0|0|"Trample
Tap an untapped artifact you control: Lodestone Myr gets +1/+1 until end of turn."
10908|Lofty Denial|2020-07-03|0|0|0|0|1|Counter target spell unless its controller pays {1}. If you control a creature with flying, counter that spell unless its controller pays {4} instead.
10909|Logic Knot|2007-05-04|0|0|0|0|1|"Delve (Each card you exile from your graveyard while casting this spell pays for {1}.)
Counter target spell unless its controller pays {X}."
10910|Lone Missionary|2010-04-23|0|0|0|1|0|When Lone Missionary enters the battlefield, you gain 4 life.
10911|Lone Revenant|2012-04-28|0|0|0|0|1|"Hexproof (This creature can't be the target of spells or abilities your opponents control.)
Whenever Lone Revenant deals combat damage to a player, if you control no other creatures, look at the top four cards of your library. Put one of them into your hand and the rest on the bottom of your library in any order."
